name
PEARL MILLET POHA (KAMBU AVAL) - 250GM
WHEAT POHA (KOTHUMAI AVAL) - 250GM
GREEN GRAM POHA (PAASI PAYIRU AVAL) - 250GM
RAGI POHA (KELVARAGU AVAL) - 250GM
KODO MILLET POHA (VARAGU AVAL) - 250GM
FOXTAIL MILLET POHA (THINAI AVAL) - 250GM
"MIXED FLAKES (RAGI,FOXTAIL,LITTLE) - 250GM"
CORN FLAKES  (MAKKA SOLAM AVAL) - 200GM
BARNYARD POHA (KUTHIRAIVAALI  AVAL) - 250GM
"MIXED FLAKES (RAGI,PEARL,SORGHUM) - 250GM"
HORSEGRAM FLAKES  (KOLLU AVAL) -  250GM
RICE POHA (THOOYAMALLI AVAL) - 250GM
QUINOA  POHA (SEEMAI THINAI AVAL) - 250GM
RED CHOLA POHA (SIVAPPU CHOLA  AVAL) - 250GM
LITTLE MILLET POHA  (SAAMAI  AVAL) - 250GM
OATS  - 250GM
BARLEY FLAKES (VAAL KOTHUMAI AVAL) - 250GM
UNPOLISHED (KAIKUTHAL) RICE AVAL  -  250GM
KARUPU KAVUNI AVAL - 250GM
TOMATO (THAKKALI) SEMIYA   - 180GM
FOXTAIL (THINAI) SEMIYA -  180GM
LITTLE MILLET (SAAMAI) SEMIYA - 180GM
RAGI (KELVARAGU) SEMIYA-180GM
CURRY LEAVES (KARUVEPILLAI) SEMIYA-180GM
SOYA SEMIYA - 180GM
WHEAT (KOTHUMAI) SEMIYA-180GM
KODO MILLET NOODLES (VARAGU) - 180GM
MORINGA (MURUNGAI) NOODLES - 190GM
FINGER MILLET (RAGI) NOODLES - 180GM
MULTI-MILLET NOODLES   - 180GM
MULTI-MILLET NOODLES - 190GM
PEARL MILLET (KAMBU) NOODLES - 180GM
BRIDEGROOM (MAPILAI SAMBA) RICE NOODLES - 180GM
SOYA NOODLEES  -  180GM
FOXTAIL MILLET (THINAI) NOODLES  - 180GM
WHEAT (KOTHUMAI) NOODLES - 180GM
RED RICE (SIVAPPU ARISI) NOODLES - 180GM
HORSE GRAM (KOLLU) NOODLES - 180GM
BARNYARD MILLET (KUTHIRAI VAALI) NOODLES - 180GM
FINGER MILLET (RAGI) NOODLES  - 190GM
WHEAT (KOTHUMAI) RAVA - 500GM
WHEAT (KOTHUMAI) RAVA - 250GM
WHITE (VELLAI) RAVA - 500GM
ROASTED SOOJI (RAVA)  - 500GM
LITTLE MILLET (SAAMAI) RAVA -  400GM
RAGI (KELVARAGU) RAVA - 400GM
BARNYARD MILLET (KUTHURAI VALI) RAVA - 400GM
FOXTAIL MILLET (THINAI) RAVA - 400GM
PEARL MILLET (KAMBU) RAVA - 400GM
FOXTAIL - WHEAT (THINAI - KOTHUMAI) RAVA - 250GM
KODO MILLET (VARAGU) SAMBA RAVA - 250GM
LITTLE MILLET - WHEAT (SAAMAI KOTHUMAI) RAVA - 250GM
BARNYARD - WHEAT (KUTHURAIVALI KOTHUMAI) RAVA - 250GM
PROSOMILLET (PANIVARAGU) SAMBA RAVA - 250GM
BROKEN WHEAT (KOTHUMAI KURANAI) RAVA - 500GM
GROUNDNUT OIL (KADALAI ENNAI) - 1L
GROUNDNUT OIL (KADALAI ENNAI) - 500ML
COCONUT OIL (THENGAI ENNAI) - 1L
COCONUT OIL (THENGAI ENNAI) - 500ML
MUSTARD OIL (KADUGU ENNAI) - 500ML
CASTOR OIL (VELAKENNAI) - 100ML
SUNFLOWER OIL (SOORIYAKAANTHI ENNAI)  - 1L
SUNFLOWER OIL  (SOORIYAKAANTHI ENNAI) - 500ML
NEEM ESSENTIAL OIL - 15ML
EUCALYPTUS OIL - 10ML
BUFFALO GHEE (ERUMAI NEI)- 500ML
COW GHEE  (PASU NEI) - 500ML
KANGEYAM COUNTRY COW GHEE (NAATU MAADU NEI) - 500ML
BUFFALO GHEE  (ERUMAI NEI) - 200GM
KANGEYAM COUNTRY COW GHEE (NAATU MAADU NEI)  - 200G
AK COW GHEE  (PASU NEI) - 195ML
COW GHEE (PASU NEI)- 490ML
HAPPY HEART - 250ML
PINK BERRY WINE
GOLDEN PASSION WINE
RED VIOLET WINE
RED VIOLET (FESTIVE EDITION) WINE
HIMALAYAN HONEY - 350G
PURE ACACIA HONEY - 500G
PURE SUNFLOWER HONEY - 500G
PURE MUSTARD HONEY - 500G
HIMALAYAN HONEY - 150G
PURE TULSI HONEY- 500G
PEARL MILLET (KAMBU) PASTA - 180GM
MORINGA (MURUNGAI) PASTA - 180GM
RED RICE  (SIVAPPU ARISI) PASTA - 180GM
KODA MILLET (VARAGU) PASTA - 180GM
FINGER MILLET (RAGI) PASTA - 180GM
MULTI MILLET PASTA - 180GM
FOXTAIL (THINAI) MILLET PASTA - 180GM
BARNYARD MILLET (KUTHIRAIVAALI) PASTA - 180GM
LITTLE MILLET (SAAMAI) PASTA - 180GM
WHEAT - RAGI (KOTHUMAI - KELVARAGU) PASTA - 180GM
WHEAT (KOTHUMAI) - KARUPPU KAVUNI PASTA - 180GM
WHEAT - BARNYARD (KOTHUMAI -  KUTHURAIVALI) PASTA - 180GM
WHEAT - MULTI MILLET PASTA - 180GM
WHEAT - PEARLMILLET (KOTHUMAI - KAMBU) PASTA - 180GM
WHEAT - LITTLE MILLET (KOTHUMAI - SAAMAI) PASTA - 180GM
WHEAT - MORINGA (KOTHUMAI -  MURUNGAI) PASTA - 180GM
WHEAT - KODOMILLET (KOTHUMAI - VARAGU) PASTA - 180GM
WHEAT - FOXTAIL MILLET (KOTHUMAI - THINAI) PASTA - 180GM
THOOYAMALLI RICE
SIVAN SAMBA RICE
KATTUYANAM RICE
PONNI BOILED RICE
KAIKUTHAL PULUNGAL RICE
IDLYKKAR RICE
RED RICE
BASMATHI RICE
IR 20 RICE
IDLY RICE(102)
SEERAGA SAMBA RICE
RAW RICE(18B)
KICHILI SAMBA RICE 1KG
KERALA RICE
POONGAR RICE
KOTTARAM SAMBA
KALLUNDAI SAMBA RICE
NEY KICHILI RICE
PAALKUDAVAALAI RICE
SONAMASOORI RICE
SONA MASURI STEAM RICE
SONAM MASURI RAW RICE (12 MONTHS)
SONA MASURI RAW RICE (18 MONTHS)
SONA MASURI (UNPOLISHED) BROWN RICE
KARUPPU KAVUNI RICE 1kg
SIVAPU KAVUNI RICE
BAMBOO RICE
PISINI RICE
SITHIRIKKAR RICE
PULUNGAL RICE(IR 20)
ILUPPAI POO SAMBA
SOORAKURUVAI RICE
KALABATH RICE
MADUMULUNGI RICE
KALANAMAK RICE
BAVANI RICE
VAADAN SAMBA RICE
KULIVEDICHAN SAMBA RICE
NEELAM SAMBA RICE
KARUNGURUVAI RICE
THANGA SAMBA RICE
NAVARA RICE
MANI SAMBA RICE
KOTHUMALLI RICE
RAKTHASAALI RICE
CORRIANDER (MALLI) POWDER - 100GM
CORRIANDER (MALLI) POWDER - 250GM
KASHMIR CHILLI POWDER - 100GM
BLACK PEPPER (KARUMILAGU) POWDER - 100GM
BLACK PEPPER (KARUMILAGU) POWDER - 50GM
WHITE PEPPER (VELLAI MILAGU) POWDER - 50GM
CUMIN (SEEARAGAM) POWDER - 50GM
CUMIN (SEEARAGAM) POWDER-100GM
SAMBAR  POWDER-150 GM
CURRY MASALA-100GM
GARAM MASALA-100GM
FENU GREEK (VENDHAIYA) POWDER - 100GM
RASA PODI
CHILLI (MILAGAI) POWDER - 100GM
BISMI HEALTH MIX -500G
YELLOW RAISIN -100G
ALMOND - 100G
BLACK RAISIN SEED - 100G
BADAM PISIN -100G
ROCK CANDY - 250G
DATE SYRUP -400G
FRIED CHILLI CASHEW - 200G
ROSE GULKAND - 200G
CALIFORNIA WALNUTS - 500G
BREAKFAST MIX - 200G
PITTED PRUNED(DRIED PLUMS) - 240G
BLACK RAISINS (SEEDLESS) - 250G
ROASTED & SALTED PISTACHIOS - 250G
DIVINE ROASTED ALMOND - 200G
ROASTED & SALTED CALIFORNIAN ALMONDS- 250G
DRY STRAWBERRY - 250G
DRIED BLUEBERRIES (WHOLE) - 75G
CALIFORNIA PIDTACHIOS - 250G
RAGI MALT -200G
CARROT MALT -200G
NENDRAN BANANA MALT - 200G
BEETROOT MALT - 200G
FLAX SEEDS-100G
CHIA SEEDS -100G
FLAX SEEDS (ROASTED)-100G
SUNFLOWER SEEDS - 100G
MUSKMELON SEEDS -100G
PUMPKIN SEEDS - 100G
CUCUMBER SEEDS - 100G
SABJA SEEDS - 100G
SEED MIX - 200G
SESAME SEEDS - 100G
GARLIC (POONDU) SOUP - 100G
SYZYGIUM CUMINI NUT (NAAVAL KAAI VIDHAI) SOUP - 100G
SOLANUM NIGRUM SOUP (MANATHAKKALI) - 100G
AMLA (NELLIKAI) SOUP - 100G
FICUS GLOMERATA FRUIT (ATTHIPALAM) SOUP - 100G
CYNODON DACIYLON (ARUGAMPUL)  SOUP - 100G
HIBISCUS (SEMBARUTHI) SOUP - 100G
ALTEM ANTHERA TRAINDRA  (PAASALAI) - 100G
HIBISCUS (SEMBARUTHI) SOUP - 25G
HORSE GRAM (KOLLU) SOUP - 100G
MORINGA LEAF SOUP (MURUNGAI KEERAI) - 100G
BRAHMI SOUP (VALLARAI) - 110G
MUSA PARADISIACA (VAALAI) SOUP  - 100G
CASSIA AURICULATA (AAVARAM POO) SOUP - 100G
CARDIO SPERMUM HALICACABUM (MUDAKATHAAN) SOUP - 100G
SOLANUMTRILOBATUM (THUTHIKAI) SOUP - 100G
CURRY LEAF (KARUVEPPILAI) SOUP - 100G
BRAHMI POWDER  (VALLARAI PODI) - 100G
PEARL MILLET (KAMBU) MURUKKU  - 200G
FINGER MILLET RIBBON (KELVARAGU) PAKODA - 200G
FOXTAIL MILLET (THINAI) KUZHAL MURUKKU - 200G
PEARL MILLET PEPPER (KAMBU MILAGU) KARASEV - 200G
LITTLE MILLET (SAAMAI) COOKIES - 100G
BARNYARD MILLET (KUTHIRAIVAALI) COOOKIES - 100G
KODO MILLET (VARAGU) COOKIES - 100G
PEARL MILLET (KAMBU)  COOKIES - 100G
MULTI MILLET (SIRUTHANIYAM) COOKIES - 100G
FINGER MILLET (KELVARAGU) COOKIES - 100G
RUSKONA - 110G
COCONUT (THENGAI) BARFI - 250G
GROUNDNUT (KADALAI)  KOVA - 250G
SESEME BALLS  (ELLU URUNDAI) - 250G
GROUNDNUT BALLS (KADALAI URUNDAI) - 250G
FOXTAIL MILLET (THINAI) LADDO - 250G
PEARL MILLET  (KAMBU) LADDO - 250G
GREEN GRAM  (PACHAI PAYIRU) LADDO - 250G
KARUPPUKAVUNI LADDO - 250G
LITTLE MILLET (SAAMAI) LADDO - 250G
KARUPPUKAVUNI LADDO - 100G
GROUNDNUT (NILAKADALAI)  KOVA - 150G
LITTLE MILLET (SAAMAI ) LADDO - 100G
GREEN GRAM (PACHA PAYIRU) LADDO - 100G
GROUNDNUT (NILAKADALAI)  BALLS - 100G
PEARL MILLET (KAMBU) LADDO - 100G
FOXTAIL MILLET (THINAI) LADDO - 100G
COCONUT (THENGAI) POP - 50G
ALMOND (BADAM) POP - 50G
MILLALA INDIAN SPICES- 50G
PEANUT (KADALAI) POP - 50G
MILLALA CHEESE & MINT (PUDINA) - 50G
MILLALA INDIAN TOMATO (THAKKALI) - 50G
MILLET BYTES TANGY TOMATO (KAARA THAKKALI) - 50G
MILLET BYTES ALMOND (BADAM) CRUNCH  - 50G
MILLET BYTES COCONUT (THENGAI) CRISPY - 50G
MILLET BYTES VANILLA FILLS - 250G
MILLET BYTES CHOCO FILLS - 250G
MILLET BYTES STRAWBERRY FILLS - 250G
ELANTHAVADAI (90'S KID SPECIAL)- 80G
ELANTHAVADAI SWEET - 80G
KO VIBOOTHI - 100GM
ALBIZIA AMARA (GREEN ARAPPU) POWDER - 500G
BLACK DAMMER ( KARUPPU KUNGLIYAM) POWDER - 100G
NEEM COMB (VEPPAN SEEPU)
BAMBOO (MOONGIL) TOOTHBRUSH
KUNKUMADI OIL - 100ML
WILD TURMERIC (KASTHURIMANJAL) -50G
HERBAL SHAMPOO - 100ML
BOOTHIKAI PODI - 50G
LAUNDRY BAR (WASHING SOAP)- 190G
VETIVER BATH SCRUBBER
FALSE DAISY (KARISALANGKANNI) POWDER - 50G
SNANA POWDER - 100G
NATURAL HERBAL BATH SOAP - 70G
ALOEVERA (KATRAALAI) GEL - 250G
CUCUMBER ALOEVERA GEL - 250G
ROSEWATER  (PANEER)  - 115ML
ROYAL UBTAN FACEPACK - 50G
ALOEVERA (KATRAALAI) GEL - 50G
LIP BALM
THIRIPALA SOAP - 100G
POMEGRANATE (MAADHULAI) SOAP - 100G
KUMKUMADI OIL - 100ML
LAVENDER SOAP - 100G
NATURAL FACE WASH CHARCOAL -200ML
COFFEE & COCOA SOAP - 100G
MORINGA (MURUNGAI) SOAP - 100G
HERBAL (MOOLIGAI) SOAP - 100G
NEEM & TURMERIC (VEPPAN & MANJAL) SOAP - 100G
ROSE SOAP - 100 GM
COCO & COFFEE SOAP
SHEA BUTTER SOAP - 100 GM
CANE SUGAR & ORANGE PEEL SOAP-  100 GM
SANDAL WOOD SOAP - 100 GM
CUCUMBER & ALOEVERA SOAP
ACTIVATED CHARCOAL SOAP -  100 GM
ALOEVERA SOAP
NEEM SOAP - 100GM
PAPAYA SOAP - 100GM
RED SANDAL SOAP - 100GM
SANDAL SOAP - 100GM
SAFFRON SOAP - 100GM
NEEM SOAP 100 GM
EUCALYPTUS & PEPPERMENT BATH SALT -150G
LAVENDER& BASIL BATH SALT - 150G
ROSE & GERANIUM BATH SALT- 150G
ORANGE & LEMON GRASS BATH SALT - 150G
REFRESHING LIME BATH SALT - 150G
CHARCOAL CREAM - 100G
CHARCOAL SCRUB - 100G
WALNUT SCRUB -100G
APPRICOT SCRUB - 100G
PAPAYA SCRUB - 100G
MANICURE & PEDICURE SCRUB - 100G
ALMOND SCRUB - 100G
HERBAL HAIR OIL - 200ML
VITAMIN E OIL - 100ML
NATURAL HERBAL OIL - 100ML
BLACK PANTHER OIL - 100ML
ONION SHAMPOO - 200ML
CHARCOAL SHAMPOO - 200ML
ALMOND OIL - 200ML
HERBAL HAIR OIL - 100ML
OLIVE OIL - 100ML
HAIR OIL (AO) - 100ML
HIBISCUS HAIR OIL - 200ML
VETTIVER HAIR OIL - 200ML
VITAMIN C OIL - 100ML
ONION OIL - 100ML
FRENCH BLEND COFFEE -150G
HIGH VOLTAGE COFFEE -150G
PEA BERRY 80% COFFEE -150G
MYSORE NUGGETS COFFEE -150G
BROWN GOLD COFFEE - 200G
ITALIAN ESPRESSO ROAST COFFEE - 200G
GOLD RIBBON COFFEE (COFFEE 65%CHICORY 35%) - 200G
AROMA GOLD (COFFEE 70% CHICORY 30%) - 150G
MONKEY PARCHMENT COFFEE(COFFEE 80% CHICORY 20%) - 150G
WILD COFFEE (COFFEE 80% CHICORY 20%) - 150G
