name
E2H COFFEE (COFFEE 80%) - 200G
PREMIUM ASSAM TEA - 100G
JAMUN (NAVAL VIDHAI) POWDER - 50G
BLACK NIGHTSHADE (MANATHAKKALI) POWDER - 50G
BAEL (VILVA ) LEAF POWDER - 50G
CALAMUS / SWEET FLAG (VASAMBU) POWDER - 50G
FALSE DAISY (KARISALANKANNI) POWDER - 50G
BALLOON VINE (MUDAKATHAN) POWDER - 50G
LOTUS (THAMARAI) POWDER - 50G
ANDROGRAPHIS (NILAVEMBU) POWDER - 50G
BERMUDA GRASS (ARUGAMPUL) POWDER - 50G
THULASI LEAF POWDER - 50G
COUNTRY GOOSEBERRY(KEELANELLI) POWDER - 50G
ASWAGANDHA POWDER - 50G
CASSIA AURICULATA (AVARAM POO) POWDER - 50G
TRIBULUS TERRESTRIS (SIRUNERUNJIL) POWDER - 50G
TRIKADUKU POWDER - 50G
TERMINALIA CHEBULA (KADUKKAI) POWDER - 50G
VETTI VER - 50G
VELDT GRAPE (PIRANDAI) THOKKU - 200GM
MANGO PICKLE - 200GM
CITRON (NAARTHANGAI) PICKLE - 200GM
COUNTRY SUGAR - 500GM
COCONUT SUGAR - 250GM
COUNTRY SUGAR  -1KG
SOYACHUNKS (MEAL MAKER) (BIG) - 250G
FENU GREEK (VENTHAYAM)- 100G
HIMALAYAN SALT CRYSTAL- 500GM
SUGARCANE JAGGERY (KATTI VELLAM) -1KG
PALM SUGAR 250 G
AJWAIN (OMAM) - 50GM
WHITE SESAME (VELLAI ELLU) - 100GM
SAGO (JAVARISI) - 250GM
AGAR AGAR (KADAL PAASI) - 8G
PANAKALKANDU-100GM
ACHU VELLAM- 500GM
CUMIN SEEDS (SEERAGAM) - 100G
DISHWASH POWDER - 500G
KITCHEN CLEANER - 500ML
NATURAL LAUNDRY DETERGENT - 500ML
NATURE SPRAY LAVENDER - 250ML
NATURE SPRAY LEMON- 250ML
NATURE SPRAY WHITE LILY - 250ML
TOILET CLEANER - 500ML
BATHROOM CLEANER - 500ML
GLASS CLEANER SPRAY - 500ML
HERBAL COCKROACH REPELLANT - 100ML
HERBAL COCKROACH REPELLANT OIL GEL
AYURVEDIC COCKROACH REPELANT - 200ML
HERBAL HOUSEFLY REPELLANT - 100ML
HERBAL MOSQUITO REPELLANT BODY SPRAY - 100ML
HERBAL MOSQUITO REPELLANT ROOM SPRAY - 100ML
NATURE SPRAY SANDAL - 250ML
NATURE SPRAY ROSE - 250ML
ONION  (VENGAYAM) VADAGAM - 100GM
CARROT VADAGAM-100GM
AJWAIN (OMAM) VADAGAM - 100GM
KASURI METHI (VENDIYA KEERAI) VADAGAM - 100GM
RAGI VADAGAM - 100GM
GARLIC (POONDU) VADAGAM - 100GM
POTATO (URULAIKILANGU) VADAGAM - 100GM
CUMIN SEEDS (SEERAGAM)  VADAGAM - 100GM
CHILLI GARLIC VADAGAM - 100GM
MINT (PUDINA) LEAVES VADAGAM - 100GM
BEETROOT VADAGAM - 100GM
GREEN CHILLI  (PACHAI MILAGAI) VADAGAM - 100GM
TOMATO (THAKKALI) VADAGAM - 100GM
CORN (MAKKA SOLAM) VADAGAM - 100GM
TURKEY BERRY (SUNDAKKAI) VATHAL - 1 PCS
GUNDU MORE MILAGAI VATHAL - 50 gm
KUDAMPULI
BLACK PEPPER  (KARUMILAGU) - 200GM
BLACK CUMIN (KARUNJEERAGAM) - 100GM
BLACK PEPPER (KARUMILAGU) - 100GM
WHITE PEPPER (VELLAI MILAGU) - 100GM
MUSTARD (KADUGU) - 100GM
MUSTARD (KADUGU) - 200GM
MUSTARD (KADUGU) - 150GM
BIRIYANI ILAI
CINNAMON (PATTAI) - 20GM
CLOVES (KIRAMBU) - 50GM
FENEL SEEDS (SOMBU) - 50GM
FENEL SEEDS (SOMBU) - 100GM
KADUKAI - 50GM
FENEL SEEDS  (SOMBU)- 25GM
CORIANDER (NATTU MALLI)-250GM
TEJA RED CHILLI ( TEJA MILAGAI) - 200GM
GUNDU MILAGAI - 200GM
GUNDU MILAGAI - 100GM
NUTMEG (JAATHIKAAI) - 50GM
VIRALI MANJAL -  50G
POPPY SEED (KASA KASA) - 20GM
CARDAMOM (YELAKKAI) - 25GM
WHITE URAD DAL (VELLAI MOTTU ULUNDHU) - 500GM
WHITE URAD DAL (VELLAI MOTTU ULUNDHU) - 1KG
TOOR DAL (THUVARAM PARUPPU) - 500GM
SOILED TOOR DAL (MANKATTIYA THUVARAM PARUPPU)- 500GM
PAASI PAYIRU (RAINFALL YIELD)-500GM
MYSORE DAL - 250GM
BLACK URAD DAL(BROKEN) (KARUPPU ULUNDHAM PARUPPU)- 500GM
BLACK URAD DAL (KARUPPU ULUNDHU) - 500GM
MYSORE DAL - 500GM
GREEN GRAM (PAASI PAYIRU) (NATTU) - 500GM
MOONG DHAL (SPLIT) (PAASI PARUPPU) (NATTU) - 500GM
CHANNA DHAL (KADALAI PARUPPU) - 500GM
BENGAL GRAM FULL (MULU POTTU KADALAI) - 500GM
BENGAL GRAM FULL (MULU POTTU KADALAI) - 250GM
BENGAL GRAM (SPLIT) (POTTU KADALAI) - 250GM
BENGAL GRAM (SPLIT) (POTTU KADALAI) - 500GM
BELLAR DHAL (AVARAI PARUPPU )- 250GM
DOUBLE CURRY BEANS  (IRETTAI AVARAI) - 250GM
RANGOON BEANS (MOCHAI ) - 250GM
RED (SIVAPPU) RAJMA - 250GM
BUTTER BEANS SEEDS (VARI MOCHAI) - 250GM
BLACK EYED  PEAS  (THATTA PAYIR) - 250GM
GREEN PEAS (PACHA PATTANI) - 250GM
WHITE PEAS (VELLA PATTANI) - 250GM
DOT BEANS (PULLI PATTANI) - 250GM
SOYA BEANS - 250GM
YELLOW SORGHUM (MANJAL CHOLAM) - 500GM
RED SORGHUM (SIVAPU CHOLAM) - 500GM
NILAKADALAI (GROUNDNUT) - 250GM
WHITE SORGHUM (VELLAI CHOLAM) - 500GM
HORSE GRAM (KOLLU) - 250GM
WHITE CHANNA (VELLAI SUNDAL) - 500GM
WHITE CHANNA (VELLAI SUNDAL) - 250GM
BLACK HORSE GRAM (KARUPU KOLLU) - 250GM
BLACK CHANNA (KARUPU SUNDAL) - 250GM
BLACK CHANNA (KARUPU SUNDAL) - 500GM
FOXTAIL (THINAI) (UNPOLISHED) - 500GM
LITTLE MILLET (SAAMAI) (UNPOLISHED) - 500GM
BARNYARD MILLET (KUTHURA VALI)(UNPOLISHED)-500GM
LITTLE MILLET (KULA SAAMAI) - 500GM
RAGI (KELVARAGU)- 500GM
RAGI (KELVARAGU) - 1KG
BARNYARD MILLET (KUTHURAIVALI) (POLISHED)
KARUPU KAVUNI KURANAI-250GM
LITTLE MILLET (SAAMAI) (POLISHED)-500GM
SAMBA KOTHUMAI - 500GM
CORN (MAKKA CHOLAM KURUNAI ) - 250GM
CORN (MAKKA CHOLLAM) - 500GM
WHEAT (KOTHUMAI) - 1KG
FOXTAIL (THINAI) (POLISHED) - 500GM
WILD PEARL MILLET (KAATU KAMBU) - 500GM
PROSO KODO (PANI VARAGU) (POLISHED)-500GM
KODO MILLET (VARAGU) (POLISHED)-500GM
PEARL MILLET (GUNDU KAMBU) - 500GM
PEARL MILLET (KAMBU) (POLISHED)-500GM
BARLEY RICE (VAAL KOTHUMAI) -500GM
CORN FLOUR (CHOLA MAAVU) - 250GM
CORN FLOUR (CHOLA MAAVU) - 500GM
BAJI & BONDA MIX - 500GM
BAJI & BONDA MIX - 250GM
WHEAT FLOUR (KOTHUMAI MAAVU) - 500GM
SPROUTED WHEAT  FLOUR (MULAIKATTIYA KOTHUMAI MAAVU)  - 500GM
SPROUTED WHEAT FLOUR (MULAIKATTIYA KOTHUMAI MAAVU) - 1KG
BLACK URAD DHAL PORRIDGE (KARUPU ULUNDHU KANJI) MIX - 250GM
GREEN GRAM FLOUR (PAASI PAYIRU MAAVU) - 250GM
RICE FLOUR  (ARISI MAAVU) - 500GM
RICE FLOUR (ARISI MAAVU) -  250GM
MILLET (SIRUTHAANIYA) DOSA MIX - 500GM
SPROUTED CORN FLOUR (MULAIKATTIYA CHOLAM MAAVU) - 250GM
RAGI CHOCOLATE MALT-100GM
SPROUTED BLACK CHANNA  FLOUR (MULAIKATTIYA KARUPPU SUNDAL MAAVU) - 250GM
F2B HEALTH MIX  (SATTHU MAAVU) - 500G
SPROUTED LITTLE FINGER  FLOUR (MULAIKATTIYA RAGI MAAVU)- 500GM
SPROUTED  PEARLMILLET  FLOUR (MULAIKATTIYA KAMBU MAAVU) - 250GM
SPROUTED  PEARLMILLET  FLOUR (MULAIKATTIYA KAMBU MAAVU) - 500GM
FOXTAIL (THINAI) VENPONGAL MIX - 250GM
RAGI  FLOUR (KELVARAGU MAAVU) - 500GM
RED SORGUM FLOUR (SIVAPU CHOLAM MAAVU)
BENGAL GRAM (KADALAI MAAVU) (UNPLOISHED) - 250GM
BENGAL GRAM (KADALAI MAAVU) (UNPLOISHED)- 500GM
MULTIMILLET (SIRUTHANIYA) CHAPATHI FLOUR - 1KG
LITTLE MILLET (SAAMAI) DOSA FLOUR - 500GM
BRIDEGROOM (MAPPILAI SAMBA) DOSA FLOUR - 500GM
BARNYARD (KUTHURAIVALI) DOSA READY MIX - 500GM
PROSO MILLET (PANI VARAGU) PANIYARAM READY MIX - 500GM
SPROUTED HORSE GRAM FLOUR (MULAIKATTIYA KOLLU MAAVU) - 250GM
HEALTH MIX  (SATTHU MAAVU) - 500G (AMUTHA)
SEVEN FLOURS (ELLU MAAVU) DOSAI MIX - 500GM
TRIAL PACK
FLUFFY PADS (JUMBO PACK) - XXL
FLUFFY PADS (JUMBO)- XL
MATERNITY PADS - L
ADULT DIAPERS - XL
SWEAT PADS
FLUFFY PADS - L
FLUFFY PADS (JUMBO MIX) - XL + XXL
SLIMMY PADS - XXL
SLIMMY PADS - XL
PANTY LINERS
FLUFFY PADS - XXXL
FLUFFY PADS - XL
FLUFFY PADS - XXL
MATERNITY PADS - M
ADULT DIAPER - L
MATERNITY PADS - XL
TRAIL PAD
BUTTER FRUIT  (AVACODO)
ELAKKI (BANANA)
POOVAN (BANANA)
RED BANANA (SEVAALAI)
HILL BANANA (MALAI VAALAI)
KARPOORAVALLI (THEEN VAALAI)
POMEGRANATE (MAADHULAI)
ORANGE (MALTA )
SWEET LIME (SAATHUKUDI)
GUAVA (KOYYA)
INDIAN APPLE
ROYAL APPLE
GREEN APPLE
MUSKMELON (MULAM PALAM)
GREEN GRAPES  (PACHAI THIRATCHAI)
PANEER GRAPES (KARUPPU THIRATCHAI )
NENDRAN BANANA
PINEAPPLE (ANNASI)
WATERMELON (DHARBOOSINI)
KAMALA ORANGE
STRAWBERRY
GREEN CAPSICUM (KUDAI MILAGAI)
LADY'S FINGER (VENDAIKAI)
RAW MANGO (MAANGAI)
BEETROOT
KOHLRABI (NOOKAL)
RADDISH (MULLANGI)
BEANS
IVY GUARD (KOVAI KAI)
SWEET POTATO (SAKKARAI VALLI KILANGU)
CHOW CHOW
POTATO (URULAI) (AGRA)
POTATO (URULAI) (OOTY)
ORGANIC CUCUMBER (VELLARI )
AMLA (NELLI KAI)
BROADBEANS (AVARAI)
SNAKE GUARD (PUDALANGAI)
LEMON  (ELUMICHAI)
GREEN CHILLI (PACHAI MILAGAI)
BRINJAL (KATHIRI KAI)
CARROT
ONION (PERIYA VENGAYAM)
SMALL ONION (CHINNA VENGAYAM)
GINGER (INJI)
TOMATO  (NATTU THAKKALI)
COLOCASIA (CHEPA KELANGU)
CORIANDER LEAF (KOTTHAMALI KATTU)
MINT (PUDINA KATTU)
CABBAGE (MUTTAI KOSE)
BOTTLE GUARD (SURAI KAI)
SPINACH (KEERAI)
PLANTAIN (VALAI KAI)
PLANTAIN STEM (VALAI THANDU)
PLANTAIN FLOWER (VAALAI POO)
COCONUT (THENGAI)
MUSHROOM (KALAN) (BUTTON)
VELD GRAPE (PIRANDAI)
DRUM STICK (MURUNGAI KAI)
BITTER GUARD (PAVA KAI)
IVY GUARD (PARUVAL KOVAI KAI)
ALVALI KELANGU (MARAVALLI KILANGU)
CAULIFLOWER
BROCOLLI
SUKKINI VELLARI
SWEET CORN
YELLOW PUMPKIN (MANJAL POOSANI KAI)
ELEPHANT YAM (SENAI KILANGU)
COLOR CAPSICUM (KUDAI MILAGAI)
CLUSTER BEAN (KOTTHAVARANGAI)
DRY STRAWBERRY
DRY PINEAPPLE
DRY KIWI
DRY PLUMS
DRY CHERRY
DRY CRANBERRY
DRY AMLA (NELLI)
DRY FIG (ATTHI)
COUNTRY EGG (NAATU KOLI MUTTAI)
HILL GARLIC (MALAI POONDU)
AK TETRA BUTTERMILK PLAIN -200ML
AK TETRA  BUTTERMILK SPICED - 200ML
AK  PACKET BUTTERMILK SPICED - 200ML
AK  PACKET CURD - 200G
AK A2  PACKET CURD - 500G
AK PACKET BUTTERMILK PLAIN - 200ML
AK BOX CURD - 200G
AK BOX CURD - 400G
AK BOX  CURD - 1KG
AK PROBIOTIC PACKET  CURD - 500G
